nprobe,QPS,Recall@10
500,4841.4,0.8665
1500,1928.13,0.965
2500,1381.04,0.9825
3500,885.219,0.985
4500,884.384,0.9855
5500,675.421,0.986
6500,621.611,0.987
7500,497.535,0.987
8500,403.687,0.9875
9500,372.944,0.9875
10500,343.709,0.9875
11500,323.641,0.9875
12500,332.69,0.9875
13500,310.536,0.9875
14500,257.27,0.9875
15500,198.984,0.9875
16500,196.246,0.9875
17500,179.088,0.9875
18500,185.015,0.9875
19500,168.576,0.9875
20500,263.845,0.9875
21500,252.996,0.9875
22500,243.168,0.9875
23500,225.06,0.9875
24500,196.869,0.9875
25500,181.528,0.9875
26500,196.479,0.9875
27500,183.215,0.9875
28500,250.014,0.9875
29500,212.605,0.9875
30000,200.877,0.9875
