nprobe,QPS,Recall@10
500,136826,0.50676
1500,77679.5,0.70355
2500,52892.4,0.78985
3500,39873,0.84057
4500,31869.4,0.87372
5500,26474.7,0.89746
6500,22715.6,0.91554
7500,19860.1,0.92926
8500,17519,0.94008
9500,15897.3,0.948
10500,14389.7,0.95487
11500,13198,0.96094
12500,12161.7,0.96542
13500,11330,0.96861
14500,10607.8,0.97165
15500,9939.92,0.97416
16500,9385.95,0.97635
17500,8854.65,0.97788
18500,8438.86,0.97918
19500,7992.35,0.98035
20500,7608.79,0.98121
21500,7290.11,0.98194
22500,6986.08,0.98247
23500,6694.39,0.98286
24500,6429.5,0.98311
25500,6204.22,0.9835
26500,5746.37,0.98376
27500,5803.3,0.98404
28500,5635.24,0.98431
29500,5467.52,0.98449
30000,5392.6,0.9846
