nprobe,peak_memory_before_MB,peak_memory_after_MB
500,93.3281,93.3281
1500,93.4961,93.4961
2500,93.4648,93.4648
3500,93.4453,93.4453
4500,93.3047,93.3047
5500,93.2891,93.2891
6500,93.625,93.625
7500,93.3906,93.3906
8500,93.5391,93.5391
9500,93.4336,93.4336
10500,93.6484,93.6484
11500,93.6602,93.6602
12500,93.3945,93.3945
13500,93.5273,93.5273
14500,93.4453,93.4453
15500,93.4023,93.4023
16500,93.4453,93.4453
17500,93.4023,93.4023
18500,93.3672,93.3672
19500,93.3672,93.3672
20500,93.4023,93.4023
21500,93.3672,93.3672
22500,93.4688,93.4688
23500,93.5117,93.5117
24500,93.4375,93.4375
25500,93.5625,93.5625
26500,93.625,93.625
27500,93.5273,93.5273
28500,93.2891,93.2891
29500,93.5078,93.5078
30000,93.4297,93.4297
