nprobe,QPS,Recall@10
500,10722.4,0.974
1500,11501.7,0.974
2500,18064.4,0.974
3500,6397.89,0.974
4500,3575.12,0.974
5500,17589.5,0.974
6500,11426.6,0.974
7500,10058.5,0.974
8500,16857.1,0.974
9500,10304.4,0.974
10500,10036.2,0.974
11500,12917.1,0.974
12500,4827.85,0.974
13500,8252.95,0.974
14500,5368.91,0.974
15500,9216.78,0.974
16500,5850.26,0.974
17500,9901.77,0.974
18500,34049,0.974
19500,7403.25,0.974
20500,16813.4,0.974
21500,4434.4,0.974
22500,4596.2,0.974
23500,9988.83,0.974
24500,13470.8,0.974
25500,10024.9,0.974
26500,6155.15,0.974
27500,9503.04,0.974
28500,39177.4,0.974
29500,10558.2,0.974
30000,9814.15,0.974
