nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.24,7505.24
1500,7505.08,7505.08
2500,7505.09,7505.09
3500,7505.29,7505.29
4500,7505.27,7505.27
5500,7505,7505
6500,7504.87,7504.87
7500,7505.05,7505.05
8500,7504.95,7504.95
9500,7505.13,7505.13
10500,7505.08,7505.08
11500,7504.87,7504.87
12500,7504.98,7504.98
13500,7505.25,7505.25
14500,7505.03,7505.03
15500,7505,7505
16500,7505.26,7505.26
17500,7504.87,7504.87
18500,7505.06,7505.06
19500,7505.18,7505.18
20500,7504.98,7504.98
21500,7505.18,7505.18
22500,7505.17,7505.17
23500,7505.3,7505.3
24500,7505.21,7505.21
25500,7505.18,7505.18
26500,7505.21,7505.21
27500,7505.13,7505.13
28500,7505.21,7505.21
29500,7505.15,7505.15
30000,7505.19,7505.19
