nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1111.85,1111.85
1500,1111.83,1111.83
2500,1111.73,1111.73
3500,1111.93,1111.93
4500,1111.71,1111.71
5500,1111.92,1111.92
6500,1111.96,1111.96
7500,1111.61,1111.61
8500,1111.88,1111.88
9500,1111.8,1111.8
10500,1111.96,1111.96
11500,1111.72,1111.72
12500,1111.89,1111.89
13500,1111.77,1111.77
14500,1111.73,1111.73
15500,1111.79,1111.79
16500,1111.85,1111.85
17500,1111.73,1111.73
18500,1111.83,1111.83
19500,1111.96,1111.96
20500,1111.83,1111.83
21500,1111.89,1111.89
22500,1111.87,1111.87
23500,1111.94,1111.94
24500,1111.81,1111.81
25500,1111.96,1111.96
26500,1111.92,1111.92
27500,1111.93,1111.93
28500,1111.86,1111.86
29500,1111.85,1111.85
30000,1111.77,1111.77
