nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1030.5,1030.5
1500,1030.58,1030.58
2500,1030.71,1030.71
3500,1030.64,1030.64
4500,1030.54,1030.54
5500,1030.61,1030.61
6500,1030.61,1030.61
7500,1030.5,1030.5
8500,1030.63,1030.63
9500,1030.61,1030.61
10500,1030.52,1030.52
11500,1030.73,1030.73
12500,1030.44,1030.44
13500,1030.7,1030.7
14500,1030.79,1030.79
15500,1030.8,1030.8
16500,1030.52,1030.52
17500,1030.48,1030.48
18500,1030.79,1030.79
19500,1030.69,1030.69
20500,1030.46,1030.46
21500,1030.58,1030.58
22500,1030.7,1030.7
23500,1030.36,1030.36
24500,1030.55,1030.55
25500,1030.42,1030.42
26500,1030.67,1030.67
27500,1030.54,1030.54
28500,1030.73,1030.73
29500,1030.71,1030.71
30000,1030.46,1030.46
