nprobe,QPS,Recall@10
500,4974.6,0.458
1500,2551.05,0.7555
2500,1692.75,0.865
3500,1193.16,0.913
4500,1049.51,0.937
5500,893.444,0.954
6500,646.599,0.966
7500,610.535,0.971
8500,661.331,0.9775
9500,653.312,0.979
10500,663.277,0.981
11500,395.213,0.982
12500,392.452,0.9845
13500,526.378,0.985
14500,480.215,0.986
15500,410.377,0.9875
16500,359.562,0.9875
17500,432.613,0.988
18500,404.378,0.9885
19500,369.108,0.9885
20500,375.289,0.989
21500,353.844,0.9895
22500,287.659,0.9895
23500,289.898,0.9895
24500,284.947,0.9895
25500,170.559,0.9895
26500,149.533,0.9895
27500,171.834,0.9895
28500,301.954,0.9895
29500,293.556,0.9895
30000,286.683,0.9895
