nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1112,1112
1500,1112.01,1112.01
2500,1111.67,1111.67
3500,1111.77,1111.77
4500,1111.71,1111.71
5500,1111.82,1111.82
6500,1111.7,1111.7
7500,1111.89,1111.89
8500,1111.8,1111.8
9500,1111.87,1111.87
10500,1111.91,1111.91
11500,1111.75,1111.75
12500,1111.83,1111.83
13500,1111.73,1111.73
14500,1111.66,1111.66
15500,1111.89,1111.89
16500,1111.96,1111.96
17500,1111.8,1111.8
18500,1111.79,1111.79
19500,1111.89,1111.89
20500,1111.75,1111.75
21500,1111.75,1111.75
22500,1111.71,1111.71
23500,1111.89,1111.89
24500,1111.83,1111.83
25500,1111.88,1111.88
26500,1111.92,1111.92
27500,1111.74,1111.74
28500,1111.85,1111.85
29500,1111.79,1111.79
30000,1111.74,1111.74
