nprobe,QPS,Recall@10
500,14435.6,0.5998
1500,6939.2,0.8255
2500,4778.61,0.9012
3500,3411.57,0.9382
4500,2849.76,0.9573
5500,2938.52,0.9665
6500,2506.4,0.9736
7500,2183.08,0.9779
8500,1952.18,0.981
9500,1761.04,0.9831
10500,1603.98,0.9842
11500,1476.73,0.9847
12500,1381.89,0.9858
13500,1280.44,0.9863
14500,1208.13,0.9864
15500,1135.79,0.9867
16500,1073.36,0.9868
17500,1014.98,0.9869
18500,968.713,0.987
19500,926.458,0.987
20500,888.616,0.9869
21500,850.517,0.9869
22500,816.851,0.9869
23500,790.545,0.9869
24500,761.694,0.9869
25500,737.374,0.9869
26500,712.731,0.9869
27500,692.212,0.9869
28500,674.758,0.9869
29500,656.144,0.9869
30000,649.304,0.9869
