nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3477.95,3477.95
1500,3478.16,3478.16
2500,3478.07,3478.07
3500,3478.07,3478.07
4500,3477.92,3477.92
5500,3478.07,3478.07
6500,3477.95,3477.95
7500,3478.02,3478.02
8500,3478,3478
9500,3478.04,3478.04
10500,3477.79,3477.79
11500,3478.02,3478.02
12500,3477.86,3477.86
13500,3477.97,3477.97
14500,3477.97,3477.97
15500,3477.8,3477.8
16500,3478.11,3478.11
17500,3477.82,3477.82
18500,3478.04,3478.04
19500,3477.92,3477.92
20500,3477.89,3477.89
21500,3477.78,3477.78
22500,3478.11,3478.11
23500,3477.96,3477.96
24500,3477.79,3477.79
25500,3477.98,3477.98
26500,3478.05,3478.05
27500,3478.01,3478.01
28500,3477.86,3477.86
29500,3477.96,3477.96
30000,3478.04,3478.04
