nprobe,QPS,Recall@10
500,1631.08,0.745
1500,498.034,0.902
2500,429.617,0.945
3500,206.485,0.962
4500,210.239,0.973
5500,226.212,0.9755
6500,136.78,0.978
7500,156.915,0.979
8500,143.254,0.98
9500,138.065,0.9805
10500,122.288,0.9815
11500,86.0226,0.9815
12500,83.3357,0.982
13500,61.2046,0.982
14500,71.831,0.982
15500,80.1473,0.982
16500,126.139,0.982
17500,141.391,0.982
18500,109.373,0.982
19500,89.283,0.983
20500,127.322,0.983
21500,120.589,0.983
22500,115.407,0.983
23500,111.715,0.983
24500,106.553,0.983
25500,101.292,0.983
26500,96.7302,0.983
27500,92.2845,0.983
28500,87.0791,0.983
29500,78.8921,0.983
30000,81.2149,0.983
