nprobe,peak_memory_before_MB,peak_memory_after_MB
500,100.133,100.133
1500,100.113,100.113
2500,99.7617,99.7617
3500,99.8086,99.8086
4500,99.8633,99.8633
5500,99.9258,99.9258
6500,99.8203,99.8203
7500,99.875,99.875
8500,100.004,100.004
9500,100.02,100.02
10500,100.176,100.176
11500,99.8594,99.8594
12500,99.9531,99.9531
13500,99.9688,99.9688
14500,99.9414,99.9414
15500,99.8047,99.8047
16500,100.008,100.008
17500,99.9219,99.9219
18500,99.9883,99.9883
19500,100.027,100.027
20500,99.8281,99.8281
21500,100.109,100.109
22500,99.9531,99.9531
23500,100.035,100.035
24500,99.957,99.957
25500,100.145,100.145
26500,99.8125,99.8125
27500,99.9531,99.9531
28500,100.004,100.004
29500,100.105,100.105
30000,99.8906,99.8906
