nprobe,QPS,Recall@10
500,10450.3,0.50676
1500,6852.88,0.70355
2500,5204.55,0.78985
3500,4206.5,0.84057
4500,3512.98,0.87372
5500,3074.4,0.89746
6500,2703.32,0.91554
7500,2426.94,0.92926
8500,2206.79,0.94008
9500,2019.02,0.948
10500,1853.99,0.95487
11500,1734.3,0.96094
12500,1612.48,0.96542
13500,1524.58,0.96861
14500,1421.4,0.97165
15500,1345.48,0.97416
16500,1288.31,0.97635
17500,1222.47,0.97788
18500,1168.96,0.97918
19500,1121.16,0.98035
20500,1073.39,0.98121
21500,1027.97,0.98194
22500,1000.52,0.98247
23500,954.108,0.98286
24500,932.077,0.98311
25500,896.536,0.9835
26500,861.613,0.98376
27500,840.99,0.98404
28500,824.661,0.98431
29500,799.393,0.98449
30000,784.208,0.9846
