nprobe,QPS,Recall@10
500,154312,0.37518
1500,85956.5,0.56658
2500,57120.1,0.65131
3500,43067,0.70418
4500,34482.3,0.74169
5500,24671.4,0.7692
6500,24652.1,0.79167
7500,21572.5,0.8108
8500,19073.9,0.82692
9500,17209.3,0.83983
10500,15619.4,0.85124
11500,14287.9,0.86139
12500,13193.7,0.87038
13500,12212,0.87802
14500,11394.1,0.88544
15500,10693.1,0.89189
16500,10021.3,0.89745
17500,9467.65,0.90253
18500,8963.56,0.90778
19500,8505.28,0.91244
20500,8062.05,0.91637
21500,7691.92,0.92009
22500,7348.71,0.92365
23500,7045.93,0.92694
24500,6746.5,0.9301
25500,6485.6,0.93271
26500,6241.3,0.9351
27500,6010.21,0.93777
28500,5802.05,0.94
29500,5621.97,0.94213
30000,5513.07,0.94318
