nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7504.93,7504.93
1500,7504.99,7504.99
2500,7505,7505
3500,7505.19,7505.19
4500,7504.98,7504.98
5500,7505.3,7505.3
6500,7505.12,7505.12
7500,7505.17,7505.17
8500,7505.27,7505.27
9500,7505.05,7505.05
10500,7505.27,7505.27
11500,7505.12,7505.12
12500,7505.04,7505.04
13500,7504.93,7504.93
14500,7505.16,7505.16
15500,7505.2,7505.2
16500,7504.97,7504.97
17500,7504.93,7504.93
18500,7505.12,7505.12
19500,7505.22,7505.22
20500,7505.13,7505.13
21500,7505.06,7505.06
22500,7505.07,7505.07
23500,7505.13,7505.13
24500,7505.02,7505.02
25500,7505.27,7505.27
26500,7504.93,7504.93
27500,7505.25,7505.25
28500,7505.25,7505.25
29500,7505.11,7505.11
30000,7504.96,7504.96
