nprobe,peak_memory_before_MB,peak_memory_after_MB
500,7505.17,7505.17
1500,7505.03,7505.03
2500,7504.97,7504.97
3500,7505.03,7505.03
4500,7505.07,7505.07
5500,7505.07,7505.07
6500,7505.09,7505.09
7500,7505.11,7505.11
8500,7505.05,7505.05
9500,7504.9,7504.9
10500,7505.15,7505.15
11500,7504.95,7504.95
12500,7505.07,7505.07
13500,7505.19,7505.19
14500,7504.93,7504.93
15500,7505.07,7505.07
16500,7504.95,7504.95
17500,7505.25,7505.25
18500,7505.27,7505.27
19500,7504.95,7504.95
20500,7505.29,7505.29
21500,7505.19,7505.19
22500,7505.1,7505.1
23500,7505.11,7505.11
24500,7505.13,7505.13
25500,7504.9,7504.9
26500,7504.98,7504.98
27500,7504.84,7504.84
28500,7504.88,7504.88
29500,7504.93,7504.93
30000,7505.03,7505.03
