nprobe,QPS,Recall@10
500,4317.58,0.644
1500,4521.13,0.644
2500,20747.1,0.644
3500,5026.39,0.644
4500,6640.71,0.644
5500,7130.69,0.644
6500,6565.47,0.644
7500,6462.83,0.644
8500,7794.42,0.644
9500,5349.41,0.644
10500,5982.13,0.644
11500,4710.01,0.644
12500,5765.08,0.644
13500,9641.32,0.644
14500,7237.45,0.644
15500,7325.49,0.644
16500,6836.12,0.644
17500,5475.64,0.644
18500,4731.05,0.644
19500,7475.89,0.644
20500,21103.2,0.644
21500,19770.4,0.644
22500,7130.14,0.644
23500,6087.69,0.644
24500,7309.66,0.644
25500,5466.91,0.644
26500,8024.27,0.644
27500,9657.07,0.644
28500,4376.46,0.644
29500,5795.7,0.644
30000,5588.78,0.644
