nprobe,QPS,Recall@10
500,11632,0.30413
1500,8627.63,0.49507
2500,6815.03,0.58065
3500,5688.71,0.63298
4500,4933.99,0.67191
5500,4320.72,0.70172
6500,3834.99,0.72595
7500,3448.18,0.74542
8500,3149.74,0.76349
9500,2881.68,0.77925
10500,2656.1,0.79343
11500,2420.25,0.80524
12500,2271.39,0.81561
13500,2120.51,0.82544
14500,1984.04,0.83421
15500,1876.46,0.84238
16500,1776.97,0.85013
17500,1687.44,0.85724
18500,1598.51,0.86328
19500,1525.06,0.86889
20500,1446.11,0.87439
21500,1395.99,0.87951
22500,1327.61,0.88439
23500,1284.54,0.88911
24500,1233.93,0.89344
25500,1191.39,0.89762
26500,1139.07,0.90116
27500,1104,0.90459
28500,1068.67,0.9079
29500,1027.09,0.91116
30000,1007.4,0.91258
