nprobe,QPS,Recall@10
500,10638.1,0.892
1500,13251.1,0.9655
2500,7396.29,0.9775
3500,3780.38,0.9785
4500,6530.54,0.9795
5500,8373.97,0.9805
6500,5065.41,0.9805
7500,7172.85,0.9805
8500,7460.98,0.9805
9500,5276.66,0.9805
10500,6038.19,0.9805
11500,4919.03,0.9805
12500,7527.78,0.9805
13500,3958.76,0.9805
14500,4880.2,0.9805
15500,5230.06,0.9805
16500,3938.09,0.9805
17500,3926.44,0.9805
18500,4520.15,0.9805
19500,5645.56,0.9805
20500,4274.94,0.9805
21500,2922.8,0.9805
22500,3633.77,0.9805
23500,3513.91,0.9805
24500,2400.41,0.9805
25500,4764.81,0.9805
26500,4743.08,0.9805
27500,4412.28,0.9805
28500,3082.27,0.9805
29500,4232.3,0.9805
30000,3969.66,0.9805
