nprobe,QPS,Recall@10
500,8737.86,0.9645
1500,5438.83,0.987
2500,8050.03,0.9875
3500,7995.77,0.988
4500,7964.39,0.988
5500,4312.61,0.988
6500,26581.9,0.988
7500,7970.98,0.988
8500,7450.82,0.988
9500,5374.28,0.988
10500,6004.73,0.988
11500,4062.9,0.988
12500,6773.06,0.988
13500,4958.53,0.988
14500,6814.46,0.988
15500,5615.39,0.988
16500,6929.54,0.988
17500,3273.31,0.988
18500,5727.67,0.988
19500,12217.9,0.988
20500,4295.34,0.988
21500,5923.56,0.988
22500,11017.4,0.988
23500,6016.29,0.988
24500,11072,0.988
25500,8735.08,0.988
26500,9581.92,0.988
27500,4957.78,0.988
28500,6227.56,0.988
29500,3456.59,0.988
30000,10374.9,0.988
