nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1153.82,1153.82
1500,1153.82,1153.82
2500,1154.06,1154.06
3500,1154.06,1154.06
4500,1153.89,1153.89
5500,1153.83,1153.83
6500,1154,1154
7500,1154.07,1154.07
8500,1154.19,1154.19
9500,1154.12,1154.12
10500,1154.11,1154.11
11500,1153.98,1153.98
12500,1154.15,1154.15
13500,1153.96,1153.96
14500,1154.06,1154.06
15500,1154,1154
16500,1153.89,1153.89
17500,1153.95,1153.95
18500,1153.98,1153.98
19500,1154,1154
20500,1153.88,1153.88
21500,1153.86,1153.86
22500,1153.98,1153.98
23500,1154.04,1154.04
24500,1154.02,1154.02
25500,1153.89,1153.89
26500,1153.77,1153.77
27500,1154.07,1154.07
28500,1154.01,1154.01
29500,1154.14,1154.14
30000,1153.88,1153.88
