nprobe,QPS,Recall@10
500,9207.26,0.83367
1500,5541.85,0.95588
2500,4202.64,0.97548
3500,3251.38,0.98174
4500,2610.21,0.98384
5500,2212.93,0.9847
6500,1938.56,0.98498
7500,1720.22,0.9851
8500,1562.76,0.98521
9500,1423.34,0.98527
10500,1308.2,0.98529
11500,1210.05,0.9853
12500,1125.21,0.98531
13500,1058.5,0.98531
14500,1025.12,0.98531
15500,973.823,0.98531
16500,924.846,0.98531
17500,944.792,0.98531
18500,912.183,0.98531
19500,871.697,0.98531
20500,843.969,0.98531
21500,805.244,0.98531
22500,786.7,0.98531
23500,759.557,0.98531
24500,736.12,0.98531
25500,714.73,0.98531
26500,693.634,0.98531
27500,676.642,0.98531
28500,662.683,0.98531
29500,646.771,0.98531
30000,638.448,0.98531
