nprobe,QPS,Recall@10
500,42998.3,0.97812
1500,18306.9,0.9827
2500,11899,0.9827
3500,9658.49,0.9827
4500,10886.7,0.9827
5500,10307.9,0.9827
6500,11239.5,0.9827
7500,12387.1,0.9827
8500,9860.9,0.9827
9500,12688.2,0.9827
10500,11840.1,0.9827
11500,11378.4,0.9827
12500,10103,0.9827
13500,10190.9,0.9827
14500,11117.7,0.9827
15500,10085.7,0.9827
16500,12196.3,0.9827
17500,9612.95,0.9827
18500,10837,0.9827
19500,10961.3,0.9827
20500,10537.2,0.9827
21500,10626.6,0.9827
22500,10446.3,0.9827
23500,11354.4,0.9827
24500,10600.5,0.9827
25500,10572.9,0.9827
26500,10162.4,0.9827
27500,11381.1,0.9827
28500,12068.9,0.9827
29500,11644.5,0.9827
30000,12247.2,0.9827
