nprobe,QPS,Recall@10
500,2508.96,0.6195
1500,1130.5,0.806
2500,650.368,0.8695
3500,523.642,0.913
4500,488.445,0.933
5500,377.983,0.948
6500,364.388,0.956
7500,313.082,0.961
8500,283.437,0.965
9500,248.13,0.9705
10500,238.443,0.9765
11500,219.577,0.98
12500,194.631,0.982
13500,187.258,0.983
14500,175.026,0.9865
15500,166.847,0.986
16500,92.7562,0.988
17500,67.6791,0.9885
18500,51.6026,0.9885
19500,59.9572,0.9885
20500,61.172,0.9885
21500,41.1218,0.9885
22500,48.7423,0.9885
23500,32.9394,0.9885
24500,20.8119,0.9885
25500,26.034,0.989
26500,36.2622,0.989
27500,65.9221,0.9895
28500,93.5589,0.9895
29500,91.805,0.9895
30000,90.546,0.9895
