nprobe,peak_memory_before_MB,peak_memory_after_MB
500,1153.97,1153.97
1500,1153.84,1153.84
2500,1153.94,1153.94
3500,1153.92,1153.92
4500,1153.95,1153.95
5500,1153.97,1153.97
6500,1153.83,1153.83
7500,1153.91,1153.91
8500,1153.75,1153.75
9500,1153.93,1153.93
10500,1153.92,1153.92
11500,1153.93,1153.93
12500,1153.95,1153.95
13500,1154.09,1154.09
14500,1154.1,1154.1
15500,1153.76,1153.76
16500,1154,1154
17500,1154.04,1154.04
18500,1153.96,1153.96
19500,1153.89,1153.89
20500,1153.82,1153.82
21500,1153.94,1153.94
22500,1153.89,1153.89
23500,1153.98,1153.98
24500,1153.88,1153.88
25500,1154.14,1154.14
26500,1153.96,1153.96
27500,1153.93,1153.93
28500,1153.96,1153.96
29500,1153.98,1153.98
30000,1153.93,1153.93
