nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3477.93,3477.93
1500,3478.13,3478.13
2500,3477.86,3477.86
3500,3478.07,3478.07
4500,3478.07,3478.07
5500,3477.82,3477.82
6500,3477.96,3477.96
7500,3478.07,3478.07
8500,3477.98,3477.98
9500,3477.84,3477.84
10500,3478.04,3478.04
11500,3477.98,3477.98
12500,3478.11,3478.11
13500,3477.89,3477.89
14500,3478.06,3478.06
15500,3478.12,3478.12
16500,3477.92,3477.92
17500,3477.93,3477.93
18500,3478,3478
19500,3478.04,3478.04
20500,3478.01,3478.01
21500,3477.84,3477.84
22500,3477.84,3477.84
23500,3477.98,3477.98
24500,3477.88,3477.88
25500,3477.91,3477.91
26500,3478.07,3478.07
27500,3477.73,3477.73
28500,3477.88,3477.88
29500,3478.06,3478.06
30000,3478.12,3478.12
