nprobe,QPS,Recall@10
500,8032.6,0.892
1500,5443.25,0.9655
2500,4429.86,0.9775
3500,3345.66,0.9785
4500,2767.12,0.9795
5500,2393.97,0.9805
6500,2115.3,0.9805
7500,1868.45,0.9805
8500,1824.29,0.9805
9500,1621.22,0.9805
10500,1358.85,0.9805
11500,1252.11,0.9805
12500,1147.34,0.9805
13500,1135.53,0.9805
14500,1028.74,0.9805
15500,925.989,0.9805
16500,912.845,0.9805
17500,818.449,0.9805
18500,750.795,0.9805
19500,704.5,0.9805
20500,671.882,0.9805
21500,671.555,0.9805
22500,598.451,0.9805
23500,585.066,0.9805
24500,572.691,0.9805
25500,552.44,0.9805
26500,533.612,0.9805
27500,474.73,0.9805
28500,501.015,0.9805
29500,454.895,0.9805
30000,465.624,0.9805
