nprobe,peak_memory_before_MB,peak_memory_after_MB
500,3356.77,3356.77
1500,3356.96,3356.96
2500,3357.03,3357.03
3500,3356.91,3356.91
4500,3356.83,3356.83
5500,3356.62,3356.62
6500,3357.03,3357.03
7500,3356.69,3356.69
8500,3356.99,3356.99
9500,3356.89,3356.89
10500,3356.85,3356.85
11500,3356.84,3356.84
12500,3357.04,3357.04
13500,3356.67,3356.67
14500,3357.03,3357.03
15500,3356.67,3356.67
16500,3356.88,3356.88
17500,3356.95,3356.95
18500,3357.01,3357.01
19500,3356.7,3356.7
20500,3356.84,3356.84
21500,3356.66,3356.66
22500,3356.66,3356.66
23500,3356.81,3356.81
24500,3356.76,3356.76
25500,3356.75,3356.75
26500,3356.94,3356.94
27500,3356.89,3356.89
28500,3356.93,3356.93
29500,3356.73,3356.73
30000,3356.77,3356.77
