QPS,Recall
4651.16,0.854
5128.21,0.955
3225.81,0.9805
1869.16,0.9945
1379.31,0.9975
1092.9,0.998
790.514,1.0
699.301,1.0
628.931,1.0
524.934,1.0
453.515,1.0
400.0,1.0
359.066,1.0
326.797,1.0
298.954,1.0
258.398,1.0
169.635,1.0
120.482,1.0
5555.56,0.854
5000.0,0.955
4761.9,0.9635
3225.81,0.9805
2247.19,0.992
1886.79,0.9945
1626.02,0.9955
1428.57,0.9975
1265.82,0.9975
1226.99,0.998
1136.36,0.998
1092.9,0.998
1052.63,0.999
975.61,0.9995
943.396,0.9995
913.242,0.9995
884.956,0.9995
829.875,0.9995
809.717,0.9995
772.201,1.0
689.655,1.0
589.971,1.0
507.614,1.0
503.778,1.0
457.666,1.0
415.8,1.0
408.998,1.0
376.648,1.0
363.636,1.0
348.432,1.0
330.033,1.0
315.457,1.0
302.572,1.0
288.6,1.0
269.179,1.0
250.627,1.0
234.467,1.0
221.484,1.0
194.742,1.0
184.502,1.0
157.356,1.0
147.493,1.0
170.794,1.0
165.016,1.0
118.343,1.0
