QPS,Recall
6896.55,0.889
6250.0,0.9695
4081.63,0.992
2380.95,0.999
1754.39,1.0
1398.6,1.0
1015.23,1.0
909.091,1.0
819.672,1.0
687.285,1.0
595.238,1.0
526.316,1.0
473.934,1.0
431.965,1.0
397.614,1.0
344.234,1.0
228.833,1.0
163.934,1.0
5714.29,0.889
6250.0,0.9695
5882.35,0.979
4000.0,0.992
2816.9,0.999
2352.94,0.999
2020.2,0.9995
1818.18,1.0
1724.14,1.0
1562.5,1.0
1428.57,1.0
1290.32,1.0
1197.6,1.0
1069.52,1.0
888.889,1.0
851.064,1.0
793.651,1.0
746.269,1.0
729.927,1.0
694.444,1.0
613.497,1.0
544.959,1.0
506.329,1.0
461.894,1.0
429.185,1.0
399.202,1.0
381.679,1.0
352.734,1.0
344.828,1.0
306.748,1.0
285.307,1.0
273.973,1.0
268.817,1.0
297.177,1.0
359.066,1.0
332.779,1.0
301.659,1.0
278.94,1.0
268.097,1.0
257.069,1.0
246.914,1.0
237.53,1.0
226.501,1.0
220.022,1.0
158.983,1.0
