QPS,Recall
21978.0,0.9012
12422.4,0.9795
7621.95,0.9961
4618.94,0.9996
3500.18,0.9999
2857.14,0.9999
2161.23,1.0
1939.49,1.0
1740.95,1.0
1476.23,1.0
1288.83,1.0
1147.97,1.0
1039.28,1.0
957.121,1.0
881.446,1.0
771.605,1.0
517.09,1.0
377.643,1.0
22026.4,0.9012
12422.4,0.9795
10976.9,0.9861
7587.25,0.9961
5488.47,0.999
4614.67,0.9996
4091.65,0.9998
3669.72,0.9998
3507.54,0.9999
3215.43,0.9999
2957.7,0.9999
2856.33,0.9999
2757.86,1.0
2541.3,1.0
2475.25,1.0
2423.07,1.0
2349.62,1.0
2202.16,1.0
2155.17,1.0
2119.54,1.0
1896.09,1.0
1717.62,1.0
1565.68,1.0
1449.07,1.0
1358.88,1.0
1281.39,1.0
1204.09,1.0
1144.3,1.0
1087.55,1.0
1030.08,1.0
985.125,1.0
936.154,1.0
906.701,1.0
871.46,1.0
805.867,1.0
751.71,1.0
712.657,1.0
673.31,1.0
639.1,1.0
602.736,1.0
577.834,1.0
553.618,1.0
532.652,1.0
512.4,1.0
373.511,1.0
