QPS,Recall
29069.8,0.7727
15974.4,0.9006
9737.1,0.95
5913.66,0.9714
4472.27,0.9776
3644.31,0.9808
2794.86,0.9842
2551.67,0.985
2364.63,0.9858
2049.18,0.9869
1827.82,0.9877
1657.55,0.9883
1522.53,0.9887
1413.43,0.9891
1314.58,0.9895
1160.77,0.9899
834.167,0.991
637.999,0.9914
29069.8,0.7727
15974.4,0.9006
9737.1,0.95
5913.66,0.9714
4472.27,0.9776
3644.31,0.9808
2794.86,0.9842
2551.67,0.985
2364.63,0.9858
2049.18,0.9869
1827.82,0.9877
1657.55,0.9883
1522.53,0.9887
1413.43,0.9891
1314.58,0.9895
1160.77,0.9899
834.167,0.991
637.999,0.9914
