QPS,Recall
68493.1,0.9364
40322.6,0.9907
24330.9,0.9989
14577.3,1.0
10893.2,1.0
8857.4,1.0
6480.88,1.0
5757.05,1.0
5151.98,1.0
4411.12,1.0
3869.97,1.0
3394.43,1.0
3058.1,1.0
2794.86,1.0
2550.37,1.0
2215.33,1.0
1458.58,1.0
1053.41,1.0
64516.1,0.9364
40000.0,0.9907
35087.7,0.9943
24096.4,0.9989
16722.4,0.9998
14367.8,1.0
12787.7,1.0
11402.5,1.0
10952.9,1.0
10010.0,1.0
9242.14,1.0
8833.92,1.0
8438.82,1.0
7874.02,1.0
7645.26,1.0
7423.9,1.0
7230.66,1.0
6882.31,1.0
6711.41,1.0
6485.08,1.0
5797.1,1.0
5246.59,1.0
4798.46,1.0
4415.01,1.0
4113.53,1.0
3849.11,1.0
3595.83,1.0
3395.59,1.0
3204.1,1.0
3075.98,1.0
2923.98,1.0
2811.36,1.0
2683.12,1.0
2554.28,1.0
2375.3,1.0
2209.46,1.0
2071.25,1.0
1962.71,1.0
1591.09,1.0
1765.54,1.0
1660.03,1.0
1593.88,1.0
1532.1,1.0
1466.06,1.0
945.09,1.0
