QPS,Recall
20202.0,0.7981
11376.6,0.9272
6657.79,0.9754
3627.13,0.994
2567.39,0.9976
2021.84,0.9988
1441.34,0.9995
1253.76,0.9997
1125.62,0.9998
917.179,0.9999
784.252,1.0
697.447,1.0
626.606,1.0
557.724,1.0
510.308,1.0
428.284,1.0
275.528,1.0
191.307,1.0
20161.3,0.7981
11160.7,0.9272
9842.52,0.9445
6523.16,0.9754
4413.06,0.99
3671.07,0.994
3152.59,0.9959
2772.39,0.9971
2608.24,0.9976
2350.73,0.9982
2141.33,0.9986
2037.91,0.9988
1977.46,0.9989
1822.82,0.9992
1739.43,0.9992
1690.33,0.9993
1638.27,0.9994
1540.83,0.9994
1502.63,0.9995
1461.13,0.9995
1265.5,0.9997
1103.63,0.9998
995.025,0.9999
933.968,0.9999
870.474,1.0
786.287,1.0
741.4,1.0
698.373,1.0
654.75,1.0
619.502,1.0
553.22,1.0
560.79,1.0
530.701,1.0
510.96,1.0
472.411,1.0
430.311,1.0
402.755,1.0
378.659,1.0
356.366,1.0
337.12,1.0
320.123,1.0
302.425,1.0
291.401,1.0
278.489,1.0
191.413,1.0
