QPS,Recall
10000.0,0.98
12500.0,0.9975
15384.6,0.9995
11111.1,1.0
8695.65,1.0
7692.31,1.0
6060.61,1.0
5405.41,1.0
5000.0,1.0
4347.83,1.0
3773.58,1.0
3508.77,1.0
3225.81,1.0
3030.3,1.0
2941.18,1.0
2941.18,1.0
2941.18,1.0
2941.18,1.0
9523.81,0.98
14285.7,0.9975
20000.0,0.9995
15384.6,0.9995
12500.0,1.0
11111.1,1.0
10000.0,1.0
9090.91,1.0
8695.65,1.0
8333.33,1.0
7692.31,1.0
7692.31,1.0
7407.41,1.0
7142.86,1.0
6896.55,1.0
6666.67,1.0
6451.61,1.0
6250.0,1.0
6060.61,1.0
6060.61,1.0
5405.41,1.0
5000.0,1.0
4651.16,1.0
3703.7,1.0
4000.0,1.0
3773.58,1.0
3571.43,1.0
3448.28,1.0
3333.33,1.0
3174.6,1.0
3125.0,1.0
2985.07,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
2898.55,1.0
