QPS,Recall
23696.7,0.8195
13175.2,0.9401
7680.49,0.9821
4344.05,0.996
3055.3,0.9986
2430.72,0.9993
1711.16,0.9998
1459.21,0.9998
1327.84,0.9998
1107.79,0.9999
954.016,0.9999
815.195,1.0
735.998,1.0
647.962,1.0
603.828,1.0
514.721,1.0
327.011,1.0
226.014,1.0
23255.8,0.8195
13175.2,0.9401
11494.3,0.9542
7698.23,0.9821
5197.51,0.9937
4288.16,0.996
3684.6,0.9974
3234.15,0.9983
3060.91,0.9986
2754.82,0.999
2512.56,0.9992
2410.8,0.9993
2316.96,0.9994
2138.58,0.9996
2037.91,0.9996
1979.81,0.9996
1923.08,0.9996
1802.78,0.9997
1748.25,0.9998
1709.4,0.9998
1504.21,0.9998
1332.8,0.9998
1188.64,0.9999
1090.27,0.9999
999.4,0.9999
933.532,0.9999
869.792,1.0
809.848,1.0
773.276,1.0
727.802,1.0
685.448,1.0
653.211,1.0
624.025,1.0
602.664,1.0
549.451,1.0
505.102,1.0
482.462,1.0
450.167,1.0
421.106,1.0
399.106,1.0
380.851,1.0
358.217,1.0
341.612,1.0
328.85,1.0
226.316,1.0
