QPS,Recall
18181.8,0.987
50000.0,0.999
28571.4,1.0
28571.4,1.0
22222.2,1.0
18181.8,1.0
13333.3,1.0
12500.0,1.0
11111.1,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
9523.81,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
50000.0,0.987
66666.7,0.999
66666.7,0.9995
50000.0,1.0
33333.3,1.0
28571.4,1.0
25000.0,1.0
22222.2,1.0
22222.2,1.0
20000.0,1.0
18181.8,1.0
18181.8,1.0
16666.7,1.0
16666.7,1.0
15384.6,1.0
15384.6,1.0
15384.6,1.0
14285.7,1.0
14285.7,1.0
13333.3,1.0
12500.0,1.0
11111.1,1.0
10526.3,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
9523.81,1.0
9523.81,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
10000.0,1.0
9523.81,1.0
10000.0,1.0
10000.0,1.0
9523.81,1.0
