QPS,Recall
7575.76,0.8937
4566.21,0.9733
3003.0,0.9926
2012.07,0.998
1610.31,0.999
1385.04,0.9994
1118.57,0.9996
1030.93,0.9996
961.538,0.9998
862.069,0.9998
784.929,0.9998
726.744,0.9999
682.594,0.9999
643.915,0.9999
612.745,0.9999
558.971,0.9999
434.972,1.0
359.842,1.0
7518.8,0.8937
4545.45,0.9733
4098.36,0.981
3012.05,0.9926
2309.47,0.9974
2040.82,0.998
1848.43,0.9984
1694.92,0.999
1639.34,0.999
1531.39,0.999
1445.09,0.9994
1406.47,0.9994
1369.86,0.9994
1305.48,0.9994
1278.77,0.9995
1248.44,0.9995
1222.49,0.9995
1175.09,0.9995
1160.09,0.9995
1121.08,0.9996
1034.13,0.9996
971.817,0.9998
915.751,0.9998
865.801,0.9998
823.723,0.9998
791.766,0.9998
763.942,0.9998
729.927,0.9999
707.214,0.9999
678.887,0.9999
664.011,0.9999
649.773,0.9999
629.327,0.9999
616.523,0.9999
586.166,0.9999
555.247,0.9999
538.503,0.9999
519.211,0.9999
499.5,0.9999
488.52,0.9999
474.608,0.9999
461.467,0.9999
449.64,1.0
435.73,1.0
361.533,1.0
