QPS,Recall
3333.33,0.853
3278.69,0.938
2105.26,0.973
1273.89,0.986
947.867,0.9895
772.201,0.9915
581.395,0.997
523.56,0.998
479.616,0.998
413.223,0.998
364.964,0.9985
327.869,0.9985
299.85,0.9985
277.393,0.9985
251.889,0.9985
221.976,0.999
161.943,0.9995
125.707,1.0
3921.57,0.853
3174.6,0.938
2898.55,0.951
2020.2,0.973
1428.57,0.982
1226.99,0.986
1069.52,0.987
961.538,0.9875
913.242,0.9895
829.875,0.9915
769.231,0.9915
746.269,0.9915
719.424,0.9955
677.966,0.997
680.272,0.997
668.896,0.997
651.466,0.997
621.118,0.997
602.41,0.997
591.716,0.997
533.333,0.998
486.618,0.998
451.467,0.998
420.168,0.998
395.257,0.998
370.37,0.9985
349.04,0.9985
332.226,0.9985
315.457,0.9985
276.625,0.9985
276.243,0.9985
267.738,0.9985
264.901,0.9985
261.438,0.9985
246.002,0.999
233.1,0.999
221.976,0.9995
211.416,0.9995
202.224,0.9995
194.175,0.9995
186.047,0.9995
178.094,0.9995
174.52,0.9995
168.919,0.9995
130.719,1.0
