QPS,Recall
21367.5,0.5018
10952.9,0.6786
6293.27,0.7823
3468.61,0.8558
2495.01,0.8857
1971.22,0.9033
1361.66,0.9232
1207.15,0.9297
1092.66,0.9357
907.276,0.9435
762.602,0.9491
681.06,0.9532
595.841,0.9563
538.764,0.959
495.516,0.9611
429.387,0.9648
269.346,0.9726
185.357,0.9769
21459.2,0.5018
10718.1,0.6786
8643.04,0.7089
6215.04,0.7823
4301.08,0.8354
3570.15,0.8558
3075.03,0.8698
2691.07,0.881
2534.85,0.8857
2251.24,0.8937
2035.42,0.9006
1968.5,0.9033
1866.72,0.9059
1762.43,0.9107
1657.55,0.9127
1624.17,0.9146
1563.97,0.9165
1466.92,0.9202
1428.16,0.9219
1390.43,0.9232
1204.24,0.9297
1076.08,0.9357
963.391,0.94
876.885,0.9435
826.651,0.9464
771.605,0.9491
711.845,0.9514
674.536,0.9532
626.056,0.955
596.232,0.9563
569.573,0.9578
541.389,0.959
516.529,0.9602
500.075,0.9611
455.249,0.963
423.209,0.9648
392.804,0.9661
367.08,0.9672
345.566,0.9681
328.969,0.9692
301.996,0.9701
293.574,0.971
279.947,0.9718
268.492,0.9726
168.367,0.9769
