QPS,Recall
6060.61,0.9935
9523.81,0.999
8000.0,0.9995
6060.61,1.0
5000.0,1.0
4444.44,1.0
3636.36,1.0
3389.83,1.0
3174.6,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2941.18,1.0
7142.86,0.9935
9523.81,0.999
10000.0,0.9995
8000.0,0.9995
6666.67,1.0
6060.61,1.0
5714.29,1.0
5263.16,1.0
5128.21,1.0
4761.9,1.0
4545.45,1.0
4444.44,1.0
4347.83,1.0
4166.67,1.0
4081.63,1.0
4000.0,1.0
3921.57,1.0
3773.58,1.0
3703.7,1.0
3508.77,1.0
3448.28,1.0
3225.81,1.0
3030.3,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
3030.3,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
2941.18,1.0
2985.07,1.0
2941.18,1.0
2985.07,1.0
2985.07,1.0
2985.07,1.0
