QPS,Recall
5128.21,0.881
3921.57,0.958
2597.4,0.984
1574.8,0.9935
1197.6,0.995
985.222,0.9955
754.717,0.996
677.966,0.996
621.118,0.996
537.634,0.996
478.469,0.9965
433.839,0.997
400.802,0.997
371.747,0.998
348.432,0.998
312.989,0.998
228.833,0.998
178.731,0.9985
4545.45,0.881
4000.0,0.958
3703.7,0.967
2564.1,0.984
1851.85,0.99
1574.8,0.9935
1388.89,0.994
1257.86,0.994
1204.82,0.995
1104.97,0.9955
1025.64,0.9955
990.099,0.9955
956.938,0.9955
896.861,0.9955
873.362,0.9955
854.701,0.9955
833.333,0.9955
790.514,0.996
775.194,0.996
757.576,0.996
682.594,0.996
625.0,0.996
579.71,0.996
540.541,0.996
476.19,0.996
437.637,0.9965
423.729,0.997
434.783,0.997
413.223,0.997
400.802,0.997
385.356,0.998
371.747,0.998
359.066,0.998
346.021,0.998
328.947,0.998
312.989,0.998
298.063,0.998
276.625,0.998
271.003,0.998
258.398,0.998
247.831,0.998
243.309,0.998
229.358,0.998
222.965,0.998
169.635,0.9985
