QPS,Recall
38314.2,0.9752
24390.2,0.9982
15151.5,1.0
9708.74,1.0
7987.22,1.0
6854.01,1.0
5387.93,1.0
4935.83,1.0
4555.81,1.0
3993.61,1.0
3593.24,1.0
3274.39,1.0
2976.19,1.0
2569.37,1.0
2355.71,1.0
2092.05,1.0
1819.84,1.0
1830.16,1.0
38314.2,0.9752
23809.5,0.9982
21367.5,0.9992
15723.3,1.0
11848.3,1.0
10245.9,1.0
9132.42,1.0
8257.64,1.0
7645.26,1.0
7363.77,1.0
6988.12,1.0
6784.26,1.0
6605.02,1.0
6238.3,1.0
6079.03,1.0
5931.2,1.0
5747.13,1.0
5491.49,1.0
5422.99,1.0
5324.81,1.0
4842.62,1.0
4476.28,1.0
4145.94,1.0
3918.5,1.0
3698.22,1.0
3522.37,1.0
3300.33,1.0
3080.71,1.0
2943.77,1.0
2820.08,1.0
2734.48,1.0
2556.89,1.0
2434.27,1.0
2348.52,1.0
2185.79,1.0
2096.0,1.0
2010.45,1.0
1942.12,1.0
1870.21,1.0
1813.57,1.0
1758.4,1.0
1755.62,1.0
1751.93,1.0
1756.54,1.0
1786.03,1.0
