QPS,Recall
28571.4,0.9675
25000.0,0.993
15384.6,0.998
9090.91,1.0
6666.67,1.0
5405.41,1.0
4000.0,1.0
3571.43,1.0
3225.81,1.0
2739.73,1.0
2272.73,1.0
2150.54,1.0
1941.75,1.0
1801.8,1.0
1639.34,1.0
1481.48,1.0
1030.93,1.0
854.701,1.0
25000.0,0.9675
22222.2,0.993
22222.2,0.9935
15384.6,0.998
11111.1,1.0
9090.91,1.0
8000.0,1.0
6896.55,1.0
5714.29,1.0
5882.35,1.0
5405.41,1.0
5263.16,1.0
5128.21,1.0
4878.05,1.0
4761.9,1.0
4545.45,1.0
4444.44,1.0
4255.32,1.0
4166.67,1.0
3846.15,1.0
3571.43,1.0
3278.69,1.0
2985.07,1.0
2739.73,1.0
2469.14,1.0
2439.02,1.0
2127.66,1.0
2173.91,1.0
2061.86,1.0
1960.78,1.0
1886.79,1.0
1801.8,1.0
1739.13,1.0
1680.67,1.0
1515.15,1.0
1470.59,1.0
1418.44,1.0
1342.28,1.0
1290.32,1.0
1226.99,1.0
1183.43,1.0
1149.43,1.0
1117.32,1.0
1081.08,1.0
865.801,1.0
