QPS,Recall
20833.3,0.392
10526.3,0.5684
6009.62,0.6789
3357.96,0.7641
2360.16,0.8051
1832.51,0.8296
1273.07,0.8594
1107.91,0.8695
977.04,0.8778
791.014,0.8906
665.513,0.8998
573.658,0.9071
503.778,0.9129
441.54,0.9176
380.575,0.9221
318.705,0.9286
191.498,0.9435
125.989,0.9526
20833.3,0.392
10416.7,0.5684
9000.9,0.5974
5963.03,0.6789
4042.04,0.7391
3335.56,0.7641
2844.14,0.7833
2365.18,0.7984
2298.32,0.8051
2068.68,0.8164
1913.88,0.8249
1811.27,0.8296
1739.43,0.8333
1598.21,0.84
1531.86,0.843
1474.49,0.8462
1430.62,0.849
1334.76,0.8545
1299.55,0.8573
1244.09,0.8594
1078.63,0.8695
947.508,0.8778
839.772,0.8852
761.789,0.8906
700.574,0.8955
642.426,0.8998
594.424,0.9033
549.42,0.9071
511.614,0.9104
449.378,0.9129
412.184,0.9153
422.119,0.9176
409.45,0.92
389.408,0.9221
356.837,0.9256
327.161,0.9286
289.26,0.9315
277.855,0.9338
262.722,0.936
243.143,0.9379
218.326,0.9395
217.51,0.9409
207.874,0.9423
192.671,0.9435
128.541,0.9526
