QPS,Recall
5128.21,0.929
4166.67,0.9735
2941.18,0.989
2020.2,0.9925
1612.9,0.995
1379.31,0.995
1117.32,0.996
1036.27,0.996
966.184,0.996
865.801,0.996
784.314,0.996
724.638,0.999
673.401,0.999
634.921,0.999
598.802,0.999
546.448,0.999
405.68,0.9995
313.972,0.9995
2816.9,0.929
4081.63,0.9735
3921.57,0.9795
2985.07,0.989
2298.85,0.991
2020.2,0.9925
1834.86,0.995
1694.92,0.995
1626.02,0.995
1515.15,0.995
1438.85,0.995
1398.6,0.995
1369.86,0.995
1298.7,0.9955
1273.89,0.9955
1250.0,0.996
1226.99,0.996
1176.47,0.996
1162.79,0.996
1136.36,0.996
1041.67,0.996
966.184,0.996
896.861,0.996
862.069,0.996
809.717,0.996
787.402,0.996
757.576,0.999
716.846,0.999
692.042,0.999
684.932,0.999
662.252,0.999
643.087,0.999
623.053,0.999
607.903,0.999
576.369,0.999
547.945,0.999
523.56,0.999
492.611,0.9995
471.698,0.9995
453.515,0.9995
440.529,0.9995
430.108,0.9995
413.223,0.9995
391.389,0.9995
304.414,0.9995
