QPS,Recall
4651.16,0.86
5263.16,0.955
3448.28,0.9855
2020.2,0.9945
1470.59,0.9985
1176.47,0.9985
854.701,0.9995
754.717,1.0
682.594,1.0
569.801,1.0
492.611,1.0
435.73,1.0
363.636,1.0
332.779,1.0
306.279,1.0
266.312,1.0
177.305,1.0
128.7,1.0
5128.21,0.86
3703.7,0.955
3174.6,0.963
2272.73,0.9855
1562.5,0.992
1298.7,0.9945
1162.79,0.9965
985.222,0.9985
975.61,0.9985
877.193,0.9985
813.008,0.9985
816.327,0.9985
740.741,0.9985
719.424,0.9985
699.301,0.999
692.042,0.9995
896.861,0.9995
896.861,0.9995
865.801,0.9995
847.458,0.9995
743.494,1.0
653.595,1.0
574.713,1.0
536.193,1.0
498.753,1.0
469.484,1.0
417.537,1.0
404.858,1.0
386.847,1.0
373.832,1.0
353.357,1.0
327.332,1.0
316.456,1.0
306.748,1.0
280.112,1.0
268.456,1.0
250.941,1.0
239.808,1.0
227.531,1.0
216.45,1.0
206.612,1.0
196.85,1.0
189.215,1.0
181.818,1.0
131.406,1.0
