QPS,Recall
6666.67,0.9695
20000.0,0.9945
15384.6,0.999
9090.91,1.0
6666.67,1.0
5405.41,1.0
4000.0,1.0
3508.77,1.0
3225.81,1.0
2739.73,1.0
2380.95,1.0
2150.54,1.0
1960.78,1.0
1709.4,1.0
1666.67,1.0
1459.85,1.0
1058.2,1.0
854.701,1.0
10000.0,0.9695
18181.8,0.9945
22222.2,0.997
11764.7,0.999
10000.0,1.0
8333.33,1.0
7407.41,1.0
6666.67,1.0
6250.0,1.0
5714.29,1.0
5263.16,1.0
5000.0,1.0
4761.9,1.0
4545.45,1.0
4347.83,1.0
4347.83,1.0
4255.32,1.0
3921.57,1.0
3773.58,1.0
3773.58,1.0
3389.83,1.0
3076.92,1.0
2739.73,1.0
2469.14,1.0
2380.95,1.0
2247.19,1.0
2127.66,1.0
2020.2,1.0
1941.75,1.0
1886.79,1.0
1801.8,1.0
1709.4,1.0
1626.02,1.0
1550.39,1.0
1492.54,1.0
1398.6,1.0
1324.5,1.0
1219.51,1.0
1219.51,1.0
1169.59,1.0
1129.94,1.0
1092.9,1.0
1069.52,1.0
1041.67,1.0
836.82,1.0
