QPS,Recall
4672.9,0.6357
2762.43,0.8075
1647.45,0.8997
981.354,0.9576
714.796,0.9757
577.367,0.9835
418.76,0.9892
374.111,0.9917
337.61,0.9934
286.123,0.9959
251.193,0.997
223.514,0.9977
202.02,0.9977
185.874,0.9981
172.028,0.9984
150.83,0.9986
104.581,0.9991
77.4713,0.9995
4484.31,0.6357
2724.8,0.8075
2433.09,0.8354
1680.67,0.8997
1168.22,0.9446
977.517,0.9576
855.432,0.9685
756.43,0.9741
719.424,0.9757
648.929,0.9795
596.659,0.9817
573.723,0.9835
555.247,0.9847
518.135,0.9864
500.5,0.9867
484.262,0.9871
472.144,0.9877
443.656,0.9883
434.405,0.989
425.351,0.9892
378.501,0.9917
341.413,0.9934
312.012,0.9946
288.85,0.9959
269.179,0.9965
251.446,0.997
236.518,0.9972
224.115,0.9977
213.584,0.9977
203.252,0.9977
193.461,0.998
186.254,0.9981
179.019,0.9983
172.058,0.9984
160.643,0.9985
151.906,0.9986
142.98,0.9986
135.648,0.9987
129.483,0.9988
123.411,0.9988
117.509,0.999
112.562,0.9991
108.472,0.9991
104.734,0.9991
77.6398,0.9995
