QPS,Recall
12500.0,0.9995
28571.4,1.0
25000.0,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
11764.7,0.9995
20000.0,1.0
28571.4,1.0
25000.0,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
25000.0,1.0
22222.2,1.0
22222.2,1.0
25000.0,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
22222.2,1.0
