QPS,Recall
4651.16,0.5763
2785.52,0.7593
1584.79,0.8668
906.618,0.9421
665.336,0.9686
527.704,0.9794
376.79,0.988
334.784,0.9903
297.974,0.9912
252.844,0.9934
212.857,0.9946
193.798,0.9959
174.856,0.9964
156.814,0.9971
146.37,0.9974
127.747,0.9977
87.1232,0.9986
64.2385,0.9988
4830.92,0.5763
2739.73,0.7593
2421.31,0.7889
1633.99,0.8668
1113.59,0.9217
928.505,0.9421
798.722,0.9566
678.887,0.9657
636.537,0.9686
574.713,0.9742
542.888,0.9781
515.996,0.9794
493.097,0.9805
461.681,0.9825
444.84,0.9833
436.491,0.9845
418.585,0.9853
391.696,0.9866
380.084,0.9876
372.024,0.988
332.447,0.9903
298.864,0.9912
272.851,0.992
241.604,0.9934
175.039,0.994
124.44,0.9946
119.503,0.9953
107.193,0.9959
105.031,0.9961
158.781,0.9964
162.259,0.9969
157.085,0.9971
148.368,0.9973
142.187,0.9974
135.888,0.9977
126.438,0.9977
81.8197,0.9979
65.4065,0.998
66.2383,0.9983
101.338,0.9984
95.0029,0.9984
92.3276,0.9985
87.2829,0.9986
73.7354,0.9986
34.0495,0.9988
