QPS,Recall
2898.55,0.925
4444.44,0.984
3030.3,0.994
2061.86,0.997
1652.89,0.998
1428.57,0.998
1149.43,0.998
1063.83,0.998
990.099,0.998
884.956,0.998
803.213,0.998
740.741,0.998
689.655,0.998
649.351,0.998
613.497,0.998
558.659,0.998
414.938,0.9985
321.027,0.9985
5263.16,0.925
4347.83,0.984
4081.63,0.989
3076.92,0.994
2325.58,0.997
2083.33,0.997
1818.18,0.9975
1724.14,0.998
1652.89,0.998
1538.46,0.998
1408.45,0.998
1398.6,0.998
1369.86,0.998
1290.32,0.998
1298.7,0.998
1234.57,0.998
1226.99,0.998
1190.48,0.998
1156.07,0.998
1123.6,0.998
1069.52,0.998
1000.0,0.998
938.967,0.998
884.956,0.998
847.458,0.998
793.651,0.998
772.201,0.998
735.294,0.998
704.225,0.998
684.932,0.998
657.895,0.998
643.087,0.998
581.395,0.998
579.71,0.998
552.486,0.998
523.56,0.998
500.0,0.998
481.928,0.998
466.2,0.998
449.438,0.998
433.839,0.9985
421.053,0.9985
408.998,0.9985
393.701,0.9985
305.81,0.9985
