QPS,Recall
20533.9,0.8689
11160.7,0.9662
6501.95,0.9917
3909.3,0.9986
2984.18,0.9995
2333.72,0.9998
1746.11,1.0
1555.45,1.0
1415.83,1.0
1205.69,1.0
1041.12,1.0
931.793,1.0
841.326,1.0
771.248,1.0
716.538,1.0
622.471,1.0
410.576,1.0
292.398,1.0
20576.1,0.8689
11086.5,0.9662
9910.8,0.9764
6788.87,0.9917
4719.21,0.9975
4016.06,0.9986
3523.61,0.9992
3074.09,0.9994
2947.24,0.9995
2700.51,0.9997
2488.18,0.9998
2390.06,0.9998
2290.43,0.9998
2120.44,0.9999
2076.41,0.9999
2032.52,0.9999
1974.33,0.9999
1884.66,1.0
1802.45,1.0
1752.23,1.0
1580.78,1.0
1440.71,1.0
1319.96,1.0
1208.17,1.0
1103.27,1.0
1054.3,1.0
984.64,1.0
933.358,1.0
890.313,1.0
847.961,1.0
811.491,1.0
773.395,1.0
737.3,1.0
710.581,1.0
668.181,1.0
614.402,1.0
579.274,1.0
545.078,1.0
511.3,1.0
486.216,1.0
465.853,1.0
439.464,1.0
423.765,1.0
407.847,1.0
290.267,1.0
