QPS,Recall
36363.6,0.86
21186.4,0.9489
13369.0,0.9727
8591.07,0.9821
6729.48,0.9851
5685.05,0.9869
4506.53,0.9889
4137.36,0.9894
3828.48,0.9899
3371.54,0.9906
3046.92,0.991
2761.67,0.9914
2508.78,0.9916
2378.69,0.9919
2299.91,0.9922
2099.52,0.9924
1840.6,0.9926
1837.56,0.9926
36496.4,0.86
20920.5,0.9489
18083.2,0.9575
13192.6,0.9727
9803.92,0.9797
8561.64,0.9821
7662.84,0.9837
6939.63,0.9847
6591.96,0.9851
6131.21,0.9858
5861.66,0.9866
5611.67,0.9869
5399.57,0.9872
5107.25,0.9877
5030.18,0.9879
4904.36,0.9881
4859.09,0.9882
4642.53,0.9886
4516.71,0.9887
4458.31,0.9889
4144.22,0.9894
3691.4,0.9899
3533.57,0.9903
3330.0,0.9906
3175.61,0.9909
3034.9,0.991
2911.21,0.9913
2730.75,0.9914
2664.54,0.9915
2597.4,0.9916
2511.93,0.9918
2441.41,0.9919
2352.94,0.9921
2309.47,0.9922
2197.32,0.9923
2108.81,0.9924
1922.34,0.9925
1888.57,0.9925
1879.7,0.9926
1818.84,0.9926
1846.38,0.9926
1839.59,0.9926
1841.96,0.9926
1849.45,0.9926
1845.36,0.9926
