QPS,Recall
41666.7,0.9993
38461.5,1.0
32258.1,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
30303.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
30303.0,1.0
30303.0,1.0
43478.3,0.9993
40000.0,1.0
37037.0,1.0
32258.1,1.0
32258.1,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
32258.1,1.0
31250.0,1.0
30303.0,1.0
31250.0,1.0
31250.0,1.0
32258.1,1.0
32258.1,1.0
32258.1,1.0
32258.1,1.0
30303.0,1.0
32258.1,1.0
32258.1,1.0
31250.0,1.0
31250.0,1.0
32258.1,1.0
32258.1,1.0
30303.0,1.0
32258.1,1.0
32258.1,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
30303.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
29411.8,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
31250.0,1.0
29411.8,1.0
