QPS,Recall
69930.1,0.7037
38167.9,0.8564
22522.5,0.9244
12210.0,0.9581
8620.69,0.9693
6910.85,0.9745
4975.12,0.9793
4399.47,0.9807
3927.73,0.9818
3275.47,0.9834
2827.25,0.9845
2485.71,0.9854
2228.16,0.986
2018.16,0.9865
1845.02,0.9869
1585.79,0.9874
1008.47,0.9889
685.166,0.99
82644.6,0.7037
40650.4,0.8564
34965.0,0.8781
22371.4,0.9244
14577.3,0.9499
12345.7,0.9581
10362.7,0.9636
9049.77,0.9678
8613.26,0.9693
7849.29,0.9715
7117.44,0.9737
6877.58,0.9745
6544.5,0.9753
6131.21,0.9765
5945.3,0.977
5777.01,0.9773
5592.84,0.9778
5173.31,0.9786
5096.84,0.979
4977.6,0.9793
4312.2,0.9807
3955.7,0.9818
3593.24,0.9827
3263.71,0.9834
3012.05,0.9841
2820.08,0.9845
2575.99,0.9849
2454.59,0.9854
2315.89,0.9858
2209.46,0.986
2104.82,0.9863
2026.75,0.9865
1944.39,0.9867
1850.14,0.9869
1703.0,0.9872
1597.95,0.9874
1487.21,0.9877
1395.28,0.9879
1307.53,0.9882
1232.59,0.9883
1168.77,0.9885
1101.08,0.9886
1057.08,0.9888
1001.7,0.9889
657.376,0.99
