QPS,Recall
39525.7,0.9282
25445.3,0.9804
17331.0,0.9894
11933.2,0.9928
9661.84,0.9939
8354.22,0.9945
6816.63,0.9953
6345.18,0.9957
5977.29,0.9959
5428.88,0.9961
5099.44,0.9963
4897.16,0.9964
4861.45,0.9964
4868.55,0.9964
4863.81,0.9964
4859.09,0.9964
4859.09,0.9964
4859.09,0.9964
37313.4,0.9282
25188.9,0.9804
22779.0,0.9838
17271.2,0.9894
13386.9,0.9918
11890.6,0.9928
10741.1,0.9934
10030.1,0.9938
9680.54,0.9939
8936.55,0.9941
8583.69,0.9944
8368.2,0.9945
7974.48,0.9946
7535.79,0.9947
7633.59,0.9948
7374.63,0.9949
7215.01,0.995
6788.87,0.9952
6811.99,0.9952
6779.66,0.9953
6317.12,0.9957
5980.86,0.9959
5659.31,0.996
5350.45,0.9961
5151.98,0.9962
5042.86,0.9963
4940.71,0.9963
4840.27,0.9964
4764.17,0.9964
4743.83,0.9964
4746.08,0.9964
4823.93,0.9964
4837.93,0.9964
4833.25,0.9964
4826.25,0.9964
4837.93,0.9964
4833.25,0.9964
4670.71,0.9964
4604.05,0.9964
4618.94,0.9964
4649.0,0.9964
4651.16,0.9964
4664.18,0.9964
4830.92,0.9964
4805.38,0.9964
