QPS,Recall
7692.31,0.9475
5405.41,0.9855
3773.58,0.9925
2631.58,0.9975
2173.91,0.998
1886.79,0.998
1538.46,0.998
1438.85,0.9995
1342.28,0.9995
1197.6,0.9995
1117.32,0.9995
1030.93,0.9995
952.381,0.9995
900.901,0.9995
854.701,0.9995
772.201,1.0
579.71,1.0
464.037,1.0
6896.55,0.9475
4545.45,0.9855
4166.67,0.99
3174.6,0.9925
2631.58,0.9975
2325.58,0.9975
2197.8,0.9975
2020.2,0.998
1941.75,0.998
1834.86,0.998
1739.13,0.998
1694.92,0.998
1666.67,0.998
1587.3,0.998
1562.5,0.998
1550.39,0.998
1515.15,0.998
1503.76,0.998
1428.57,0.998
1398.6,0.998
1290.32,0.9995
1204.82,0.9995
1142.86,0.9995
1086.96,0.9995
1036.27,0.9995
952.381,0.9995
956.938,0.9995
925.926,0.9995
881.057,0.9995
858.369,0.9995
809.717,0.9995
809.717,0.9995
775.194,0.9995
754.717,0.9995
706.714,1.0
682.594,1.0
660.066,1.0
630.915,1.0
604.23,1.0
568.182,1.0
547.945,1.0
543.478,1.0
514.139,1.0
502.513,1.0
399.202,1.0
