QPS,Recall
4347.83,0.946
5263.16,0.986
3921.57,0.9945
2739.73,0.9965
2247.19,1.0
1960.78,1.0
1612.9,1.0
1515.15,1.0
1408.45,1.0
1273.89,1.0
1142.86,1.0
1075.27,1.0
1005.03,1.0
943.396,1.0
892.857,1.0
806.452,1.0
613.497,1.0
505.051,1.0
5263.16,0.946
4651.16,0.986
4347.83,0.99
3333.33,0.9945
2597.4,0.996
2352.94,0.9965
2150.54,0.9995
1980.2,1.0
1923.08,1.0
1818.18,1.0
1724.14,1.0
1739.13,1.0
1769.91,1.0
1600.0,1.0
1574.8,1.0
1538.46,1.0
1515.15,1.0
1459.85,1.0
1438.85,1.0
1408.45,1.0
1307.19,1.0
1219.51,1.0
1149.43,1.0
1075.27,1.0
1030.93,1.0
970.874,1.0
925.926,1.0
900.901,1.0
858.369,1.0
829.875,1.0
826.446,1.0
806.452,1.0
803.213,1.0
775.194,1.0
727.273,1.0
709.22,1.0
662.252,1.0
647.249,1.0
623.053,1.0
578.035,1.0
581.395,1.0
563.38,1.0
540.541,1.0
495.049,1.0
413.223,1.0
