QPS,Recall
3636.36,0.814
3030.3,0.9255
1923.08,0.9595
1162.79,0.9775
858.369,0.989
696.864,0.9935
518.135,0.9955
464.037,0.996
422.833,0.9965
363.636,0.997
321.027,0.997
278.94,0.997
256.082,0.997
237.248,0.997
222.222,0.9975
197.824,0.998
141.443,0.9985
108.696,0.999
4545.45,0.814
2985.07,0.9255
2777.78,0.938
1785.71,0.9595
1369.86,0.9705
1162.79,0.9775
1020.41,0.983
881.057,0.989
873.362,0.989
749.064,0.991
719.424,0.991
687.285,0.9935
675.676,0.994
634.921,0.994
615.385,0.9945
600.601,0.9945
584.795,0.9945
552.486,0.9945
539.084,0.9955
526.316,0.9955
472.813,0.996
431.034,0.9965
396.04,0.9965
365.631,0.997
343.053,0.997
321.543,0.997
300.3,0.997
289.855,0.997
277.393,0.997
265.604,0.997
254.13,0.997
245.399,0.997
232.558,0.997
222.222,0.9975
206.612,0.9975
198.02,0.998
188.679,0.998
178.891,0.9985
172.414,0.9985
167.084,0.9985
160.772,0.9985
154.799,0.9985
149.365,0.9985
144.613,0.9985
110.375,0.999
