QPS,Recall
6896.55,0.9655
12500.0,0.9965
8695.65,0.9995
5714.29,0.9995
4444.44,0.9995
3703.7,0.9995
2857.14,0.9995
2597.4,0.9995
2380.95,0.9995
2061.86,0.9995
1834.86,0.9995
1652.89,0.9995
1515.15,0.9995
1408.45,1.0
1315.79,1.0
1176.47,1.0
862.069,1.0
701.754,1.0
6896.55,0.9655
8695.65,0.9965
8695.65,0.997
6451.61,0.9995
4878.05,0.9995
4347.83,0.9995
3773.58,0.9995
3508.77,0.9995
3389.83,0.9995
3030.3,0.9995
2941.18,0.9995
2739.73,0.9995
2597.4,0.9995
3030.3,0.9995
3225.81,0.9995
3174.6,0.9995
3076.92,0.9995
2941.18,0.9995
2898.55,0.9995
2816.9,0.9995
2531.65,0.9995
2352.94,0.9995
1428.57,0.9995
1197.6,0.9995
1111.11,0.9995
1041.67,0.9995
1000.0,0.9995
921.659,0.9995
854.701,0.9995
862.069,0.9995
840.336,1.0
829.875,1.0
803.213,1.0
790.514,1.0
738.007,1.0
699.301,1.0
664.452,1.0
623.053,1.0
566.572,1.0
568.182,1.0
574.713,1.0
549.451,1.0
526.316,1.0
512.82,1.0
414.079,1.0
