QPS,Recall
6896.55,0.9705
10000.0,0.995
7692.31,0.9985
5000.0,0.9995
3921.57,0.9995
3278.69,0.9995
2564.1,0.9995
2298.85,0.9995
2127.66,0.9995
1834.86,0.9995
1612.9,0.9995
1459.85,0.9995
1333.33,0.9995
1234.57,0.9995
1142.86,0.9995
1015.23,0.9995
722.022,0.9995
561.798,0.9995
5000.0,0.9705
5263.16,0.995
4878.05,0.9975
3636.36,0.9985
2941.18,0.999
2439.02,0.9995
2439.02,0.9995
2325.58,0.9995
2325.58,0.9995
1941.75,0.9995
1886.79,0.9995
1851.85,0.9995
1709.4,0.9995
1666.67,0.9995
1709.4,0.9995
1587.3,0.9995
1550.39,0.9995
1438.85,0.9995
1438.85,0.9995
1481.48,0.9995
1315.79,0.9995
1197.6,0.9995
1081.08,0.9995
1058.2,0.9995
966.184,0.9995
900.901,0.9995
892.857,0.9995
888.889,0.9995
809.717,0.9995
781.25,0.9995
749.064,0.9995
666.667,0.9995
645.161,0.9995
600.601,0.9995
543.478,0.9995
534.759,0.9995
516.796,0.9995
526.316,0.9995
514.139,0.9995
487.805,0.9995
426.439,0.9995
450.45,0.9995
448.43,0.9995
404.858,0.9995
320.0,0.9995
