QPS,Recall
4608.29,0.763
3278.69,0.9101
2024.29,0.9688
1240.69,0.991
940.734,0.9954
776.398,0.9966
594.53,0.9981
537.634,0.9984
494.071,0.9985
428.449,0.9986
377.501,0.9987
346.26,0.999
319.285,0.9991
293.083,0.9993
273.823,0.9994
246.548,0.9996
179.63,0.9998
138.966,0.9998
5464.48,0.763
3311.26,0.9101
2898.55,0.9309
2032.52,0.9688
1457.73,0.9859
1250.0,0.991
1091.7,0.9932
982.318,0.9947
938.967,0.9954
870.322,0.9956
798.722,0.9963
774.593,0.9966
754.717,0.9968
711.238,0.997
687.758,0.9971
663.13,0.9976
643.087,0.9979
614.628,0.998
605.694,0.9981
596.659,0.9981
539.957,0.9984
498.753,0.9985
459.982,0.9985
432.152,0.9986
401.768,0.9987
378.931,0.9987
354.233,0.9989
342.7,0.999
325.098,0.999
312.891,0.9991
306.748,0.9993
294.551,0.9993
284.819,0.9993
276.625,0.9994
262.536,0.9995
246.488,0.9996
235.516,0.9996
224.972,0.9997
214.5,0.9997
206.996,0.9997
199.203,0.9998
192.382,0.9998
182.083,0.9998
179.437,0.9998
139.587,0.9998
